Order ID,Order Date,Region,Customer Name,Customer Segment,Product Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Profit
1409,2023-01-09,South,Pooja,Consumer,Office Supplies,Binders,8,921.22,0.05,7001.27,769.28
1410,2023-12-11,Central,Nisha,Corporate,Office Supplies,Paper,4,121.74,0.05,462.61,92.7
1411,2022-07-19,North,Sai,Consumer,Electronics,Mobile,3,1546.81,0.05,4408.41,221.68
1412,2023-06-21,North,Varsha,Home Office,Office Supplies,Binders,7,856.3,0.0,5994.1,1386.6
1413,2023-04-11,East,Arjun,Home Office,Office Supplies,Binders,3,332.83,0.2,798.79,40.65
1414,2022-03-30,East,Varsha,Corporate,Furniture,Tables,8,1892.24,0.0,15137.92,1777.33
1415,2022-09-25,South,Saanvi,Consumer,Office Supplies,Paper,8,441.26,0.2,2824.06,327.23
1416,2023-10-17,Central,Krishna,Consumer,Electronics,Accessories,6,1595.08,0.0,9570.48,2123.15
1417,2023-07-25,West,Pooja,Home Office,Office Supplies,Paper,6,273.56,0.15,1395.16,258.35
1418,2023-05-04,South,Aarav,Corporate,Electronics,Mobile,6,595.86,0.1,3217.64,674.28
1419,2023-06-22,Central,Nisha,Corporate,Electronics,Laptop,1,1600.15,0.15,1360.13,83.27
1420,2022-02-16,West,Kunal,Corporate,Electronics,Laptop,1,447.45,0.0,447.45,114.4
1421,2022-10-15,West,Sai,Consumer,Furniture,Tables,2,716.96,0.2,1147.14,334.3
1422,2022-01-16,South,Kunal,Consumer,Furniture,Tables,7,1525.63,0.1,9611.47,1976.32
1423,2023-12-12,North,Vivaan,Consumer,Office Supplies,Paper,2,1763.31,0.15,2997.63,261.31
1424,2023-02-05,East,Shiva,Home Office,Office Supplies,Binders,9,1954.49,0.05,16710.89,1110.34
1425,2022-03-27,West,Rohit,Consumer,Electronics,Mobile,3,1771.96,0.15,4518.5,758.64
1426,2022-09-07,East,Pooja,Consumer,Office Supplies,Binders,3,498.61,0.0,1495.83,127.57
1427,2023-01-26,North,Saanvi,Home Office,Office Supplies,Paper,4,317.96,0.05,1208.25,323.67
1428,2022-12-01,East,Kunal,Home Office,Furniture,Tables,2,101.36,0.15,172.31,11.65
1429,2023-09-21,East,Nisha,Corporate,Furniture,Chairs,4,1622.18,0.1,5839.85,1382.86
1430,2023-06-03,North,Riya,Consumer,Electronics,Accessories,8,671.38,0.15,4565.38,743.18
1431,2022-05-17,Central,Saanvi,Corporate,Office Supplies,Binders,7,1108.18,0.0,7757.26,2223.68
1432,2023-11-19,West,Rohit,Home Office,Furniture,Storage,9,751.17,0.0,6760.53,451.98
1433,2023-05-13,Central,Meera,Consumer,Office Supplies,Paper,6,685.01,0.2,3288.05,248.92
1434,2023-12-28,East,Aarav,Home Office,Office Supplies,Pens,2,1784.51,0.15,3033.67,403.77
1435,2023-04-22,North,Krishna,Consumer,Furniture,Tables,2,1742.27,0.1,3136.09,435.63
1436,2023-08-17,North,Varsha,Home Office,Furniture,Tables,8,1847.68,0.15,12564.22,1463.02
1437,2022-08-11,North,Kunal,Home Office,Office Supplies,Pens,1,584.35,0.05,555.13,140.47
1438,2023-01-07,North,Vivaan,Corporate,Furniture,Tables,8,1079.49,0.15,7340.53,684.05
1439,2023-02-06,Central,Meera,Consumer,Electronics,Mobile,5,594.64,0.2,2378.56,678.62
1440,2023-03-19,South,Riya,Corporate,Office Supplies,Paper,9,982.95,0.15,7519.57,1691.31
1441,2023-05-05,South,Vihaan,Consumer,Office Supplies,Pens,1,1476.4,0.1,1328.76,360.07
1442,2023-09-07,North,Sneha,Consumer,Office Supplies,Paper,1,1817.22,0.15,1544.64,423.01
1443,2022-09-30,East,Diya,Corporate,Office Supplies,Paper,5,1061.36,0.2,4245.44,351.1
1444,2023-06-10,Central,Kunal,Corporate,Furniture,Chairs,5,1013.5,0.0,5067.5,678.25
1445,2022-06-08,East,Vivaan,Corporate,Office Supplies,Binders,2,1481.18,0.05,2814.24,149.84
1446,2022-06-01,West,Krishna,Home Office,Office Supplies,Paper,9,1726.14,0.1,13981.73,3249.02
1447,2023-09-12,North,Riya,Home Office,Office Supplies,Paper,2,1814.22,0.15,3084.17,195.19
1448,2022-07-07,North,Kavya,Corporate,Office Supplies,Binders,2,104.06,0.05,197.71,45.86
1449,2022-04-08,West,Kunal,Home Office,Office Supplies,Binders,9,1713.55,0.2,12337.56,1435.24
1450,2022-05-11,Central,Krishna,Consumer,Office Supplies,Paper,6,1750.39,0.0,10502.34,2612.01
1451,2022-06-20,West,Sai,Corporate,Office Supplies,Paper,4,107.69,0.15,366.15,28.95
1452,2022-07-02,South,Ananya,Consumer,Office Supplies,Pens,9,1426.48,0.2,10270.66,1815.46
1453,2022-12-30,East,Rohit,Home Office,Electronics,Mobile,7,1973.21,0.1,12431.22,2002.62
1454,2022-02-08,East,Shiva,Corporate,Electronics,Mobile,1,1236.73,0.2,989.38,154.16
1455,2023-06-11,East,Pooja,Consumer,Electronics,Laptop,6,1900.74,0.2,9123.55,913.58
1456,2023-05-12,North,Arjun,Consumer,Furniture,Storage,4,917.56,0.2,2936.19,511.54
1457,2023-05-31,South,Sneha,Corporate,Office Supplies,Binders,3,81.8,0.05,233.13,14.52
1458,2022-12-15,West,Pooja,Corporate,Electronics,Accessories,5,1918.68,0.15,8154.39,501.42
1459,2023-02-01,South,Aarav,Consumer,Office Supplies,Pens,5,599.92,0.0,2999.6,575.84
1460,2023-12-23,South,Aditya,Home Office,Furniture,Chairs,6,1841.92,0.15,9393.79,570.86
1461,2022-06-10,West,Nisha,Consumer,Furniture,Storage,9,1981.25,0.0,17831.25,1458.24
1462,2022-01-16,North,Aarav,Consumer,Office Supplies,Paper,9,1160.51,0.0,10444.59,1939.91
1463,2023-05-08,South,Aarav,Home Office,Furniture,Storage,3,468.89,0.1,1266.0,152.16
1464,2023-03-02,West,Riya,Home Office,Electronics,Mobile,2,281.86,0.05,535.53,154.62
1465,2022-04-18,South,Saanvi,Home Office,Electronics,Mobile,8,1559.31,0.05,11850.76,769.61
1466,2023-03-26,West,Vihaan,Corporate,Furniture,Tables,7,1908.45,0.0,13359.15,2811.25
1467,2022-11-07,Central,Aarav,Consumer,Furniture,Storage,5,863.82,0.1,3887.19,909.35
1468,2022-06-19,South,Saanvi,Home Office,Furniture,Tables,7,1482.26,0.0,10375.82,2693.02
1469,2023-06-30,West,Shiva,Corporate,Electronics,Mobile,8,1237.29,0.15,8413.57,708.67
1470,2023-02-18,Central,Ananya,Consumer,Office Supplies,Paper,7,1052.76,0.0,7369.32,1365.96
1471,2022-09-08,West,Rohit,Corporate,Electronics,Accessories,1,401.74,0.0,401.74,86.18
1472,2022-05-21,West,Kunal,Corporate,Furniture,Chairs,2,1353.62,0.1,2436.52,337.84
1473,2022-10-01,North,Diya,Consumer,Electronics,Mobile,5,643.57,0.2,2574.28,341.28
1474,2023-02-20,East,Rohit,Corporate,Office Supplies,Binders,3,731.48,0.05,2084.72,399.43
1475,2023-08-31,West,Nisha,Home Office,Furniture,Storage,5,250.31,0.2,1001.24,121.57
1476,2022-02-08,East,Aarav,Consumer,Office Supplies,Binders,9,1181.63,0.2,8507.74,2005.31
1477,2022-01-29,East,Riya,Consumer,Furniture,Storage,3,510.15,0.15,1300.88,101.42
1478,2023-04-22,East,Aditya,Consumer,Electronics,Laptop,7,435.33,0.15,2590.21,598.26
1479,2022-11-14,South,Vivaan,Corporate,Electronics,Accessories,2,547.47,0.05,1040.19,304.64
1480,2022-09-02,South,Diya,Consumer,Office Supplies,Binders,2,1917.11,0.05,3642.51,371.81
1481,2023-11-28,Central,Sneha,Consumer,Furniture,Tables,6,1764.54,0.0,10587.24,699.8
1482,2022-09-29,North,Nisha,Home Office,Office Supplies,Paper,1,927.3,0.15,788.2,200.09
1483,2023-03-16,West,Nisha,Home Office,Electronics,Laptop,7,273.63,0.0,1915.41,178.78
1484,2022-08-27,South,Saanvi,Home Office,Furniture,Chairs,8,1499.39,0.15,10195.85,535.16
1485,2023-01-12,Central,Varsha,Corporate,Furniture,Storage,9,887.05,0.2,6386.76,1190.7
1486,2022-09-23,West,Krishna,Consumer,Furniture,Tables,2,1725.09,0.1,3105.16,521.31
1487,2022-12-25,North,Saanvi,Corporate,Electronics,Accessories,4,963.61,0.05,3661.72,1027.87
1488,2022-12-06,West,Sneha,Home Office,Furniture,Storage,7,374.52,0.1,2359.48,706.84
1489,2023-01-24,North,Vivaan,Consumer,Furniture,Chairs,5,1052.67,0.2,4210.68,920.83
1490,2023-07-31,West,Arjun,Home Office,Furniture,Tables,6,157.54,0.05,897.98,147.4
1491,2023-11-20,South,Pooja,Corporate,Electronics,Laptop,8,1589.97,0.0,12719.76,1014.63
1492,2022-01-03,West,Kavya,Home Office,Office Supplies,Binders,7,1549.38,0.15,9218.81,1881.51
1493,2023-03-05,West,Kavya,Corporate,Furniture,Chairs,2,1851.48,0.2,2962.37,794.0
1494,2022-05-22,Central,Aarav,Corporate,Office Supplies,Binders,8,90.92,0.05,690.99,92.74
1495,2023-01-11,Central,Sai,Consumer,Electronics,Mobile,6,86.18,0.2,413.66,45.69
1496,2023-11-01,North,Nisha,Home Office,Furniture,Storage,4,1838.73,0.0,7354.92,1934.22
1497,2022-11-20,South,Rohit,Corporate,Office Supplies,Paper,1,374.8,0.0,374.8,98.73
1498,2022-05-26,North,Kavya,Corporate,Electronics,Laptop,2,303.29,0.1,545.92,134.7
1499,2022-10-20,West,Kunal,Home Office,Electronics,Accessories,1,775.01,0.2,620.01,46.19
1500,2023-10-27,South,Varsha,Consumer,Office Supplies,Binders,1,1620.87,0.2,1296.7,203.63
1501,2023-03-08,Central,Riya,Consumer,Electronics,Laptop,4,768.22,0.0,3072.88,694.18
1502,2023-12-06,North,Vihaan,Corporate,Furniture,Storage,7,110.77,0.15,659.08,104.43
1503,2023-08-08,East,Sneha,Home Office,Office Supplies,Paper,9,832.4,0.15,6367.86,554.29
1504,2023-02-03,North,Aarav,Home Office,Office Supplies,Binders,1,1480.97,0.2,1184.78,193.14
1505,2022-12-10,North,Riya,Home Office,Electronics,Laptop,8,950.74,0.1,6845.33,1580.98
1506,2022-05-20,North,Sneha,Home Office,Office Supplies,Binders,9,934.8,0.1,7571.88,985.9
1507,2022-07-06,Central,Rohit,Consumer,Office Supplies,Paper,3,85.74,0.05,244.36,57.51
1508,2022-03-02,West,Aarav,Corporate,Office Supplies,Binders,8,1044.69,0.2,6686.02,1262.38
1509,2023-01-15,East,Pooja,Corporate,Electronics,Mobile,6,322.72,0.1,1742.69,518.78
1510,2023-12-11,East,Vivaan,Home Office,Electronics,Mobile,7,1784.12,0.1,11239.96,736.36
1511,2023-03-16,Central,Sai,Home Office,Office Supplies,Binders,5,1397.4,0.1,6288.3,1779.09
1512,2022-11-15,East,Riya,Corporate,Office Supplies,Binders,4,1270.44,0.0,5081.76,772.59
1513,2022-10-29,South,Ananya,Home Office,Furniture,Storage,4,1010.12,0.05,3838.46,385.67
1514,2022-12-10,West,Riya,Corporate,Electronics,Laptop,8,215.51,0.15,1465.47,124.03
1515,2022-01-11,East,Rohit,Consumer,Office Supplies,Paper,5,1628.82,0.15,6922.48,1501.14
1516,2022-03-03,South,Rohit,Corporate,Office Supplies,Binders,5,210.43,0.0,1052.15,103.4
1517,2022-08-14,North,Kavya,Home Office,Electronics,Laptop,5,1351.68,0.1,6082.56,1470.74
1518,2022-06-02,Central,Vivaan,Home Office,Furniture,Chairs,3,301.09,0.15,767.78,154.99
1519,2023-12-12,North,Sai,Home Office,Electronics,Mobile,1,689.99,0.15,586.49,102.45
1520,2023-07-18,Central,Pooja,Consumer,Office Supplies,Pens,1,517.57,0.2,414.06,61.0
1521,2023-07-25,North,Sneha,Consumer,Electronics,Accessories,9,1089.13,0.2,7841.74,1344.39
1522,2023-08-07,West,Varsha,Consumer,Electronics,Accessories,8,1181.38,0.15,8033.38,485.47
1523,2023-10-22,South,Sneha,Corporate,Furniture,Chairs,3,426.74,0.0,1280.22,225.98
1524,2023-07-29,North,Rohit,Corporate,Furniture,Tables,2,235.98,0.1,424.76,98.14
1525,2022-11-06,South,Riya,Consumer,Furniture,Chairs,9,51.67,0.15,395.28,70.89
1526,2022-08-31,North,Rohit,Home Office,Furniture,Tables,8,1586.67,0.1,11424.02,1743.04
1527,2023-05-08,West,Arjun,Consumer,Electronics,Laptop,8,494.01,0.1,3556.87,481.56
1528,2023-01-01,East,Pooja,Consumer,Electronics,Mobile,9,1456.86,0.15,11144.98,2311.35
1529,2022-11-26,North,Nisha,Home Office,Electronics,Accessories,8,432.12,0.2,2765.57,437.08
1530,2022-04-17,Central,Saanvi,Corporate,Furniture,Chairs,6,1358.17,0.2,6519.22,1534.36
1531,2022-08-14,West,Rohit,Consumer,Electronics,Accessories,4,1934.91,0.2,6191.71,623.46
1532,2022-08-06,West,Krishna,Home Office,Electronics,Accessories,4,1395.27,0.15,4743.92,1322.7
1533,2023-05-21,North,Kavya,Home Office,Furniture,Storage,6,1603.12,0.15,8175.91,628.68
1534,2022-09-16,Central,Aarav,Consumer,Office Supplies,Paper,1,396.02,0.15,336.62,30.66
1535,2023-06-01,East,Vihaan,Home Office,Office Supplies,Pens,9,890.4,0.1,7212.24,1569.9
1536,2022-02-23,North,Ananya,Home Office,Furniture,Tables,5,742.1,0.0,3710.5,482.92
1537,2022-02-16,North,Sneha,Consumer,Electronics,Mobile,9,1062.92,0.15,8131.34,516.17
1538,2023-12-28,East,Nisha,Home Office,Office Supplies,Paper,6,151.71,0.15,773.72,105.51
1539,2023-11-20,Central,Kunal,Consumer,Electronics,Mobile,5,385.73,0.1,1735.78,381.95
1540,2023-06-05,West,Aditya,Consumer,Office Supplies,Paper,6,1967.57,0.15,10034.61,1302.34
1541,2022-04-09,Central,Vivaan,Consumer,Electronics,Mobile,2,664.07,0.2,1062.51,148.33
1542,2022-01-20,East,Krishna,Home Office,Furniture,Storage,2,242.1,0.15,411.57,32.91
1543,2023-07-27,South,Ananya,Consumer,Electronics,Accessories,2,1670.55,0.05,3174.04,843.06
1544,2023-05-05,Central,Sai,Consumer,Office Supplies,Paper,7,1986.68,0.0,13906.76,1307.04
1545,2023-02-23,East,Meera,Home Office,Office Supplies,Binders,8,353.35,0.2,2261.44,402.78
1546,2023-11-21,South,Riya,Consumer,Office Supplies,Paper,3,724.95,0.05,2066.11,474.94
1547,2022-03-03,East,Kavya,Consumer,Furniture,Chairs,2,1720.56,0.1,3097.01,467.65
1548,2022-05-25,Central,Shiva,Home Office,Furniture,Storage,4,128.22,0.2,410.3,66.74
1549,2022-08-04,East,Sai,Corporate,Electronics,Accessories,8,1503.86,0.05,11429.34,1107.3
1550,2022-01-03,West,Vivaan,Home Office,Electronics,Accessories,9,1092.49,0.05,9340.79,2165.55
1551,2022-06-09,North,Riya,Corporate,Furniture,Chairs,5,263.07,0.15,1118.05,317.14
1552,2022-04-30,Central,Nisha,Home Office,Electronics,Mobile,6,710.91,0.15,3625.64,382.91
1553,2022-03-30,West,Aditya,Consumer,Office Supplies,Binders,2,253.27,0.0,506.54,108.63
1554,2022-11-25,Central,Diya,Home Office,Furniture,Chairs,1,1921.97,0.05,1825.87,266.66
1555,2023-08-03,Central,Meera,Corporate,Electronics,Accessories,9,1035.06,0.0,9315.54,536.29
1556,2022-12-23,South,Sai,Home Office,Office Supplies,Paper,8,1783.46,0.2,11414.14,1533.79
1557,2023-09-02,West,Nisha,Consumer,Furniture,Storage,9,299.75,0.2,2158.2,469.78
1558,2022-09-24,North,Kunal,Consumer,Electronics,Mobile,5,1886.3,0.0,9431.5,2159.31
1559,2023-09-09,South,Kavya,Corporate,Furniture,Tables,4,973.56,0.1,3504.82,1041.84
1560,2022-11-19,East,Shiva,Corporate,Electronics,Accessories,5,72.47,0.15,308.0,32.19
1561,2023-09-27,Central,Varsha,Consumer,Electronics,Laptop,6,449.15,0.15,2290.66,122.07
1562,2023-06-25,West,Shiva,Corporate,Electronics,Mobile,6,1226.4,0.0,7358.4,936.6
1563,2023-10-11,East,Riya,Home Office,Furniture,Tables,3,368.95,0.0,1106.85,218.45
1564,2022-07-14,East,Vihaan,Consumer,Electronics,Accessories,4,210.62,0.15,716.11,141.87
1565,2022-11-28,Central,Rohit,Home Office,Electronics,Mobile,5,1670.46,0.0,8352.3,1610.45
1566,2022-06-19,Central,Varsha,Corporate,Office Supplies,Pens,5,779.51,0.15,3312.92,767.4
1567,2023-06-05,North,Aarav,Corporate,Office Supplies,Pens,4,1542.95,0.05,5863.21,440.2
1568,2023-04-08,North,Riya,Home Office,Office Supplies,Binders,8,350.03,0.05,2660.23,293.98
1569,2022-02-09,South,Sai,Corporate,Office Supplies,Pens,7,911.95,0.2,5106.92,1399.94
1570,2023-06-21,East,Meera,Corporate,Electronics,Accessories,8,1748.71,0.15,11891.23,3419.48
1571,2022-09-18,East,Pooja,Home Office,Furniture,Tables,4,1621.18,0.15,5512.01,1605.18
1572,2023-01-30,North,Varsha,Home Office,Electronics,Laptop,9,261.87,0.0,2356.83,198.2
1573,2022-08-14,North,Sai,Home Office,Electronics,Laptop,9,895.02,0.05,7652.42,675.49
1574,2022-05-04,Central,Aditya,Corporate,Office Supplies,Binders,4,1173.03,0.1,4222.91,953.05
1575,2022-02-07,West,Diya,Corporate,Furniture,Chairs,2,634.95,0.2,1015.92,247.37
1576,2022-11-24,West,Vivaan,Home Office,Electronics,Accessories,6,1075.62,0.2,5162.98,1535.42
1577,2022-09-08,North,Nisha,Home Office,Office Supplies,Pens,4,1501.19,0.15,5104.05,1056.04
1578,2022-06-25,South,Meera,Home Office,Furniture,Tables,9,851.02,0.2,6127.34,1072.53
1579,2023-08-25,North,Aarav,Home Office,Furniture,Tables,6,341.29,0.2,1638.19,222.34
1580,2023-03-30,Central,Shiva,Consumer,Furniture,Storage,4,1697.54,0.15,5771.64,1590.74
1581,2022-02-06,East,Riya,Home Office,Office Supplies,Binders,1,1960.63,0.0,1960.63,321.39
1582,2022-11-12,North,Vivaan,Consumer,Furniture,Storage,8,599.28,0.05,4554.53,1115.76
1583,2023-11-19,East,Shiva,Home Office,Furniture,Chairs,5,953.6,0.2,3814.4,238.56
1584,2023-08-16,South,Meera,Consumer,Furniture,Tables,6,755.52,0.0,4533.12,857.52
1585,2022-04-24,Central,Vihaan,Consumer,Office Supplies,Pens,4,778.78,0.0,3115.12,790.13
1586,2022-02-09,West,Krishna,Home Office,Furniture,Storage,1,1740.54,0.15,1479.46,293.51
1587,2022-10-28,West,Vihaan,Corporate,Electronics,Mobile,9,1329.66,0.1,10770.25,2424.34
1588,2022-08-12,East,Pooja,Consumer,Office Supplies,Binders,8,1452.37,0.1,10457.06,1450.04
1589,2022-11-14,Central,Ananya,Corporate,Office Supplies,Pens,7,1118.19,0.15,6653.23,481.71
1590,2022-12-15,West,Nisha,Home Office,Office Supplies,Paper,7,701.45,0.05,4664.64,352.66
1591,2022-04-25,East,Meera,Corporate,Electronics,Mobile,7,383.67,0.0,2685.69,490.6
1592,2023-11-29,West,Shiva,Corporate,Office Supplies,Pens,5,837.58,0.2,3350.32,781.44
1593,2022-11-19,North,Ananya,Home Office,Furniture,Storage,4,1266.86,0.1,4560.7,782.86
1594,2023-07-22,North,Sai,Home Office,Electronics,Mobile,8,347.83,0.05,2643.51,736.91
1595,2022-02-09,Central,Saanvi,Home Office,Furniture,Tables,3,1124.09,0.1,3035.04,718.98
1596,2022-02-09,West,Vihaan,Corporate,Furniture,Tables,8,105.75,0.1,761.4,110.68
1597,2022-10-16,Central,Aditya,Consumer,Electronics,Accessories,2,326.61,0.0,653.22,170.81
1598,2022-09-19,Central,Kavya,Home Office,Office Supplies,Pens,5,1266.26,0.15,5381.6,304.15
1599,2022-08-04,North,Pooja,Corporate,Office Supplies,Pens,4,120.17,0.0,480.68,38.78
1600,2022-05-27,West,Meera,Home Office,Electronics,Laptop,3,1564.88,0.2,3755.71,1022.7
1601,2022-12-02,Central,Diya,Consumer,Furniture,Chairs,6,285.02,0.1,1539.11,340.04
1602,2022-06-17,Central,Riya,Consumer,Electronics,Laptop,3,1255.2,0.2,3012.48,728.42
1603,2022-04-02,West,Kavya,Consumer,Office Supplies,Paper,7,746.11,0.1,4700.49,1065.22
1604,2022-12-19,East,Vivaan,Consumer,Furniture,Tables,7,825.74,0.2,4624.14,233.53
1605,2023-07-25,East,Kunal,Consumer,Electronics,Laptop,6,1712.0,0.0,10272.0,629.44
1606,2023-07-25,East,Arjun,Consumer,Electronics,Mobile,6,1679.16,0.1,9067.46,2039.49
1607,2023-11-12,Central,Rohit,Corporate,Office Supplies,Paper,7,82.05,0.05,545.63,73.26
1608,2022-12-29,North,Sneha,Consumer,Office Supplies,Paper,3,69.9,0.0,209.7,20.74
1609,2023-07-11,South,Riya,Consumer,Electronics,Laptop,9,1702.69,0.15,13025.58,2679.81
1610,2022-12-11,South,Vihaan,Home Office,Furniture,Tables,6,590.59,0.2,2834.83,416.67
1611,2023-11-24,South,Sai,Home Office,Electronics,Mobile,9,1804.7,0.1,14618.07,2372.14
1612,2022-06-19,West,Vihaan,Home Office,Electronics,Laptop,8,164.27,0.05,1248.45,154.47
1613,2022-12-22,Central,Pooja,Consumer,Electronics,Laptop,2,1555.27,0.2,2488.43,489.45
1614,2022-07-10,Central,Nisha,Home Office,Electronics,Laptop,6,571.52,0.2,2743.3,264.27
1615,2023-10-29,East,Saanvi,Consumer,Electronics,Accessories,1,1209.92,0.2,967.94,278.91
1616,2023-02-26,South,Kunal,Consumer,Electronics,Accessories,8,929.79,0.2,5950.66,1494.43
1617,2023-12-01,East,Rohit,Consumer,Office Supplies,Paper,9,106.25,0.1,860.62,233.71
1618,2022-01-07,West,Shiva,Corporate,Office Supplies,Binders,4,1209.91,0.1,4355.68,317.34
1619,2022-05-13,East,Shiva,Home Office,Electronics,Laptop,2,422.16,0.15,717.67,211.35
1620,2023-07-11,East,Arjun,Corporate,Furniture,Tables,8,1750.52,0.15,11903.54,3528.85
1621,2022-01-31,North,Vihaan,Home Office,Furniture,Chairs,5,541.87,0.15,2302.95,623.0
1622,2023-06-19,West,Sneha,Corporate,Furniture,Tables,9,256.98,0.0,2312.82,276.71
1623,2023-03-02,North,Krishna,Consumer,Office Supplies,Paper,9,772.79,0.0,6955.11,1873.83
1624,2023-01-29,Central,Saanvi,Home Office,Furniture,Storage,9,697.61,0.0,6278.49,719.95
1625,2023-11-03,East,Krishna,Consumer,Furniture,Storage,8,1886.0,0.2,12070.4,1171.0
1626,2022-12-29,West,Rohit,Home Office,Furniture,Chairs,3,1142.21,0.2,2741.3,810.23
1627,2023-03-13,East,Sneha,Corporate,Office Supplies,Paper,4,800.51,0.1,2881.84,168.14
1628,2023-11-01,South,Vihaan,Home Office,Office Supplies,Paper,4,115.1,0.05,437.38,38.24
1629,2023-07-05,West,Sneha,Consumer,Electronics,Accessories,8,94.97,0.05,721.77,70.38
1630,2022-03-23,South,Meera,Home Office,Office Supplies,Paper,3,1241.77,0.05,3539.04,440.19
1631,2022-12-22,North,Shiva,Corporate,Office Supplies,Pens,2,461.0,0.05,875.9,99.36
1632,2022-09-15,West,Vivaan,Home Office,Office Supplies,Binders,9,1051.67,0.0,9465.03,1184.61
1633,2023-12-19,Central,Aarav,Consumer,Office Supplies,Binders,7,1360.11,0.1,8568.69,1480.32
1634,2023-08-12,Central,Kunal,Corporate,Furniture,Storage,9,1650.26,0.15,12624.49,3206.38
1635,2023-06-08,East,Diya,Home Office,Furniture,Tables,1,1999.75,0.2,1599.8,297.2
1636,2022-10-22,North,Saanvi,Corporate,Furniture,Storage,3,941.39,0.15,2400.54,464.82
1637,2022-08-12,East,Krishna,Consumer,Office Supplies,Paper,7,1209.88,0.0,8469.16,1469.9
1638,2023-06-09,North,Kunal,Home Office,Electronics,Accessories,8,1063.57,0.15,7232.28,897.61
1639,2022-02-15,North,Vihaan,Corporate,Furniture,Tables,2,1701.21,0.1,3062.18,495.69
1640,2023-10-29,South,Shiva,Corporate,Electronics,Laptop,3,438.25,0.15,1117.54,235.91
1641,2022-04-23,South,Varsha,Corporate,Office Supplies,Paper,6,1062.44,0.0,6374.64,1002.88
1642,2022-08-21,Central,Diya,Corporate,Office Supplies,Paper,8,325.04,0.2,2080.26,203.52
1643,2022-01-17,East,Aditya,Consumer,Office Supplies,Paper,4,1977.69,0.15,6724.15,1487.99
1644,2022-12-26,South,Meera,Home Office,Office Supplies,Binders,8,1836.35,0.15,12487.18,1490.16
1645,2022-08-11,South,Diya,Home Office,Furniture,Storage,5,1339.61,0.0,6698.05,1440.13
1646,2023-12-01,Central,Arjun,Home Office,Office Supplies,Paper,8,79.46,0.2,508.54,92.43
1647,2023-03-24,North,Shiva,Corporate,Furniture,Chairs,5,804.05,0.1,3618.22,534.41
1648,2022-12-31,West,Diya,Consumer,Office Supplies,Paper,1,1724.36,0.05,1638.14,264.07
1649,2023-11-06,Central,Vivaan,Corporate,Office Supplies,Pens,5,390.3,0.0,1951.5,282.01
1650,2022-11-22,Central,Vihaan,Consumer,Furniture,Storage,8,985.11,0.05,7486.84,680.46
1651,2023-04-12,North,Vihaan,Corporate,Furniture,Tables,3,449.15,0.15,1145.33,205.05
1652,2023-02-18,West,Arjun,Corporate,Furniture,Storage,4,700.97,0.2,2243.1,336.83
1653,2023-03-31,West,Ananya,Home Office,Electronics,Mobile,8,1430.98,0.2,9158.27,2661.09
1654,2023-08-09,East,Varsha,Corporate,Electronics,Mobile,5,847.18,0.2,3388.72,173.14
1655,2022-08-21,South,Kunal,Home Office,Furniture,Chairs,4,1155.63,0.2,3698.02,248.56
1656,2022-08-12,East,Nisha,Corporate,Furniture,Storage,7,1035.16,0.15,6159.2,597.87
1657,2023-02-16,East,Pooja,Consumer,Furniture,Storage,7,375.13,0.05,2494.61,550.42
1658,2023-07-26,West,Kavya,Corporate,Office Supplies,Binders,7,1877.52,0.15,11171.24,1782.4
1659,2022-12-01,Central,Sai,Corporate,Office Supplies,Pens,2,819.83,0.2,1311.73,273.98
1660,2022-08-10,North,Shiva,Consumer,Furniture,Storage,1,121.62,0.1,109.46,30.02
1661,2022-02-06,West,Riya,Home Office,Electronics,Accessories,4,1553.74,0.15,5282.72,1052.66
1662,2022-10-05,West,Kunal,Consumer,Furniture,Tables,2,880.27,0.15,1496.46,141.3
1663,2022-07-15,Central,Shiva,Home Office,Office Supplies,Pens,3,1116.27,0.2,2679.05,444.69
1664,2023-04-29,South,Nisha,Corporate,Electronics,Laptop,8,1693.39,0.1,12192.41,3013.81
1665,2022-08-30,East,Saanvi,Corporate,Furniture,Storage,5,1799.02,0.15,7645.84,1233.43
1666,2022-11-20,North,Sneha,Home Office,Office Supplies,Pens,8,787.4,0.2,5039.36,1438.16
1667,2022-07-11,East,Aarav,Home Office,Electronics,Laptop,9,797.55,0.05,6819.05,1946.81
1668,2022-01-17,Central,Meera,Home Office,Furniture,Tables,7,419.01,0.05,2786.42,793.08
1669,2023-06-08,East,Kavya,Consumer,Electronics,Laptop,1,1361.34,0.05,1293.27,150.71
1670,2023-02-05,North,Aarav,Corporate,Office Supplies,Paper,2,1365.46,0.0,2730.92,447.44
1671,2023-12-06,North,Nisha,Corporate,Office Supplies,Pens,8,1578.98,0.15,10737.06,2741.42
1672,2022-01-22,East,Pooja,Consumer,Electronics,Laptop,4,1808.88,0.15,6150.19,1428.64
1673,2023-04-19,South,Riya,Consumer,Office Supplies,Paper,8,959.66,0.1,6909.55,814.95
1674,2022-04-30,East,Arjun,Home Office,Furniture,Storage,2,88.61,0.2,141.78,13.83
1675,2022-07-29,East,Diya,Corporate,Office Supplies,Binders,6,1149.62,0.05,6552.83,617.95
1676,2022-11-02,West,Arjun,Home Office,Furniture,Storage,4,707.12,0.15,2404.21,634.12
